localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 16cd159bfc569b162b60ac4dd20cd517, 584051.54124947, 5622397.93568244, 50.74727206, 100.19139069, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 67.27416229, 287.56784058, 197.56784058, -1.39611816, Phosphatic chert, Sat Aug 12 02:50:48 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 5870dac0da0fcea41ddf4ffe0fb79e89, 583814.18535955, 5622173.14526943, 50.74528530, 100.18797590, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 71.03018188, 292.50088501, 202.50088501, -1.39611816, Dl, Sat Aug 12 02:21:49 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 789b0f86e54ee705a690587e888c89d9, 583435.01877474, 5621835.65787922, 50.74230557, 100.18252641, 47U, 12.00000000, 5.00000000, -1.00000000, Bedding, 72.14247131, 304.49642944, 214.49642944, -1.39611816, Dl, Sat Aug 12 00:41:23 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 2472630bcd69e622998f59306ff53f01, 583464.43334444, 5621798.06871754, 50.74196338, 100.18293469, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 74.09843445, 310.07693481, 220.07693481, -1.39611816, Dl, Sat Aug 12 00:28:06 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 41d375a3f3ed164bf23ce65e7ecf01ae, 583554.39336678, 5621779.28251183, 50.74178154, 100.18420514, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 56.31784058, 283.00845337, 193.00845337, -1.39611816, Limestone, Fri Aug 11 23:12:14 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 11f83e0fff490e76877ba4894b45fc6b, 583763.37135905, 5621659.18193772, 50.74067160, 100.18713897, 47U, 12.00000000, 5.00000000, -1.00000000, Bedding, 69.64814758, 302.61923218, 212.61923218, -1.39611816, Limestone, Fri Aug 11 22:54:38 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 97d03429f20575cde0572c737e151944, 583840.70132972, 5621599.38833385, 50.74012284, 100.18822107, 47U, 12.00000000, 10.00000000, -1.00000000, Cleavage, 75.64573669, 312.68811035, 222.68811035, -1.39611816, Khesen, Fri Aug 11 22:44:28 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 799741bdabfff2dc5e0aca7c1cc0c34e, 584028.26839875, 5621507.84027401, 50.73927262, 100.19085785, 47U, 12.00000000, 5.00000000, -1.00000000, Cleavage, 73.68022156, 308.92028809, 218.92028809, -1.39611816, Ongoluk, Fri Aug 11 21:39:38 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, b1837561531b591b65207e302ecec329, 582729.67233388, 5637093.65895058, 50.87958971, 100.17597159, 47U, 8.00000000, 5.00000000, -1.00000000, Fault, 10.89885235, 165.61634827, 75.61634827, -1.39611816, Sturt, Fri Aug 11 06:02:24 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 86e7b5e63056a44514e91a1ab7757538, 582941.91000465, 5637126.66643126, 50.87985604, 100.17899528, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 76.36309052, 138.50122070, 48.50122070, -1.39611816, E1, Thu Aug 10 20:30:23 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, b72b88124ef44b4063f0064ebd02b10a, 583502.85316062, 5636511.42187747, 50.87424373, 100.18682658, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 82.94090271, 299.97634888, 209.97634888, -1.39611816, Dl, Thu Aug 10 04:27:57 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, bdd4ec0db8365316057cae5f653b142d, 583338.03889310, 5636479.72122303, 50.87398251, 100.18447738, 47U, 12.00000000, 10.00000000, -1.00000000, Bedding, 40.35939789, 304.37454224, 214.37454224, -1.39611816, Limestone, Thu Aug 10 04:20:23 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 77524883cd89175014a17a8de2735a1a, 583284.35449358, 5636485.98302986, 50.87404654, 100.18371597, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 54.71837616, 120.67546844, 30.67546844, -1.39611816, Limestone, Thu Aug 10 04:15:49 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 42203603a9a8219ea131b33060c7dd70, 583261.71664167, 5636483.31748323, 50.87402584, 100.18339369, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 51.23307419, 113.47489166, 23.47489166, -1.39611816, Limestone, Thu Aug 10 04:13:52 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, ff36294356f8b889aba4f3311faf60ef, 583175.14940117, 5636459.95718502, 50.87382828, 100.18215828, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 50.79373550, 146.34126282, 56.34126282, -1.39611816, Limestone, Thu Aug 10 04:05:50 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 137e3226571b7bb320194fb91af2a0f6, 583095.90709725, 5636571.62535003, 50.87484366, 100.18105765, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 67.51330566, 152.73515320, 62.73515320, -1.39611816, Mafic dike, Thu Aug 10 02:41:56 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 564f659d1d543abe401f09c2d01d2811, 583056.83801575, 5636558.50346960, 50.87473130, 100.18049950, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 62.65953064, 152.21449280, 62.21449280, -1.39611816, Ls with chert, Thu Aug 10 02:19:33 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 02ef92c3da8dc633f17550bf6eff2759, 583035.81084484, 5636568.74872015, 50.87482644, 100.18020303, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 60.08403015, 140.22970581, 50.22970581, -1.39611816, Phosphatic chert, Thu Aug 10 01:36:17 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 790204f477a5a87212f8dc299cf29232, 583032.46220834, 5636581.55596742, 50.87494207, 100.18015835, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 68.84474945, 148.50802612, 58.50802612, -1.39611816, Phosphatic chert, Thu Aug 10 01:22:33 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, e1efe9abe1ba4c4392aa68c2791f9ae0, 582997.07922876, 5636652.28184958, 50.87558303, 100.17967162, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 70.83117676, 167.06530762, 77.06530762, -1.39611816, Cap carbonate, Wed Aug  9 20:23:07 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 694adf395dbeca2aec5c9ebd215769e9, 582996.13010790, 5636652.24804205, 50.87558286, 100.17965812, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 73.52046204, 147.96746826, 57.96746826, -1.39611816, Cap carbonate, Wed Aug  9 20:21:12 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, e5a726391db90189cc8dccd8ca78fcc9, 582994.25950424, 5636637.15722339, 50.87544745, 100.17962812, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 75.11810303, 131.41986084, 41.41986084, -1.39611816, Carb breccia, Wed Aug  9 20:16:56 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 1d0c4c25de1816ad7a90440918888921, 582990.64990725, 5636601.31877078, 50.87512576, 100.17956869, 47U, 12.00000000, 5.00000000, -1.00000000, Bedding, 73.00890350, 147.48020935, 57.48020935, -1.39611816, Ls bedded with phosphorite , Wed Aug  9 20:13:31 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 2131757cfe1b277c35191c120b9f4f30, 584704.48190519, 5634100.24717039, 50.85239064, 100.20334312, 47U, 8.00000000, 5.00000000, -1.00000000, Bedding, 76.40220642, 60.66013336, 330.66012573, -1.39611816, Dl, Wed Aug  9 00:28:03 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 11ed273486b87ae5523fa612379c9a9d, 584886.63414579, 5634061.05052162, 50.85201153, 100.20592114, 47U, 16.00000000, 10.00000000, -1.00000000, Bedding, 47.01822662, 299.58572388, 209.58572388, -1.39611816, Dl, Wed Aug  9 00:19:50 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 8bd1eb7318810fd432613fb4dd14c74f, 585048.99359592, 5634654.38440677, 50.85732217, 100.20836497, 47U, 4.00000000, 5.00000000, -1.00000000, Bedding, 56.36402512, 342.05041504, 252.05041504, -1.39611816, Dl, Wed Aug  9 00:04:17 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, cc10ab1957ead382f311d590e7d35380, 585136.48763975, 5634718.78297402, 50.85788829, 100.20962276, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 42.66217804, 303.92782593, 213.92782593, -1.39611816, Dl, Tue Aug  8 23:53:41 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, e230dc1b36e003a91248779ee96e445c, 585934.86796758, 5636961.59789909, 50.87793457, 100.22149036, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 48.31145859, 35.61470413, 305.61471558, -1.39611816, Siltstone, Tue Aug  8 06:02:03 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 0405b6aaca2f710f1d7538955f0b4a08, 584819.99121681, 5637133.99324113, 50.87964926, 100.20568712, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 34.99351501, 272.12609863, 182.12609863, -1.39611816, Siltstone, Tue Aug  8 05:32:41 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 3f10f4aff0d5f99df1df44dd4e04e536, 584545.10793068, 5637171.24125437, 50.88002443, 100.20178928, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 66.98133850, 282.77474976, 192.77474976, -1.39611816, Siltstone, Tue Aug  8 05:01:19 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 6886e13d84c455cd656a593ace65994a, 584248.28731465, 5636541.52790439, 50.87440621, 100.19742591, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 73.55626678, 281.47122192, 191.47122192, -1.39611816, Siltstone, Tue Aug  8 05:00:56 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, ea86a7a04f8516936728d605ec5488cc, 584248.70880831, 5636541.36226662, 50.87440466, 100.19743186, 47U, 3.00000000, 5.00000000, -1.00000000, Bedding, 79.37621307, 153.16160583, 63.16160583, -1.39611816, Sst, Tue Aug  8 04:28:46 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 89f42c439417e8fb0c66761105143279, 584254.58684005, 5636542.63692121, 50.87441526, 100.19751568, 47U, 6.00000000, 5.00000000, -1.00000000, Bedding, 83.30104065, 135.22062683, 45.22062683, -1.39611816, Sst, Tue Aug  8 04:28:07 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, b5e41a93ecc8b30be11f6fddbe35a016, 585034.37838015, 5636110.90121286, 50.87041944, 100.20849589, 47U, 3.00000000, 5.00000000, -1.00000000, Cleavage, 56.00674438, 347.27307129, 257.27307129, -1.39611816, Siltstone, Tue Aug  8 03:34:32 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 24f6d8838f1f40ef71c651009b112155, 586341.04365130, 5636073.82542297, 50.86989239, 100.22705276, 47U, 3.00000000, 5.00000000, -1.00000000, OT, 64.25259399, 24.88826752, 294.88827515, -1.39611816, Phosphatic chert, Tue Aug  8 02:19:08 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, d5fb75f21eade0367f146dc66c14ed53, 586363.88635804, 5636084.80051749, 50.86998765, 100.22737990, 47U, 8.00000000, 5.00000000, -1.00000000, OT, 26.55688858, 7.98974562, 277.98974609, -1.39611816, Ls bedded with phosphorite , Tue Aug  8 02:17:29 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 775d4ccbffaaf9480e35b34db4177d72, 586493.44275015, 5636057.43427058, 50.86972224, 100.22921420, 47U, 8.00000000, 5.00000000, -1.00000000, OT, 33.42380524, 346.81433105, 256.81433105, -1.39611816, Phosphatic chert, Tue Aug  8 02:10:59 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, f5597203da270f9cb07368717e9975e3, 586528.14147913, 5636045.11365417, 50.86960627, 100.22970429, 47U, 12.00000000, 5.00000000, -1.00000000, OT, 20.66668320, 10.00530910, 280.00531006, -1.39611816, Phosphatic chert, Tue Aug  8 02:09:00 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 6986848652f9662c34ea235d3d2c5f9b, 586540.04105585, 5636023.47283813, 50.86940993, 100.22986824, 47U, 3.00000000, 5.00000000, -1.00000000, OT, 24.63309669, 48.32136154, 318.32135010, -1.39611816, Phosphatic chert, Tue Aug  8 02:01:52 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, a2f09008be8299b5f00ac11820de35fb, 586543.16609585, 5636023.92576765, 50.86941353, 100.22991274, 47U, 4.00000000, 5.00000000, -1.00000000, OT, 22.44050598, 52.93443298, 322.93444824, -1.39611816, Phosphatic chert, Tue Aug  8 02:00:09 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 50adf917c1a626583c4b3a767f76af4e, 586552.91665048, 5636025.76629037, 50.86942862, 100.23005172, 47U, 6.00000000, 5.00000000, -1.00000000, OT, 66.08520508, 344.03366089, 254.03366089, -1.39611816, Phosphatic chert, Tue Aug  8 01:58:49 2017, 
8fac5ab2ecf3137daa70fec1b62c04c6, Locality 1, 4533246bc344154217b4a7530ba33d19, 574938.59949782, 5655861.48065083, 51.04939411, 100.06911239, 47U, 6.00000000, 5.00000000, -1.00000000, Cleavage, 38.12620544, 288.29293823, 198.29293823, -14.66300011, Unknown older, Mon Aug  7 21:51:47 2017, 
